query,iteration,elapsed_time_seconds,power_shard1_watts,power_shard2_watts,power_shard3_watts,power_total_watts,timestamp
Q8_National_Market_Share,1,0.000,0.029893,0.007334,0.007409,0.044636,2026-01-11T20:24:39.489119
Q8_National_Market_Share,1,2.397,0.159701,0.104893,0.108043,0.372638,2026-01-11T20:24:41.941847
Q8_National_Market_Share,1,4.850,0.131372,0.095319,0.111889,0.338580,2026-01-11T20:24:44.344089
Q8_National_Market_Share,1,7.252,0.162094,0.097158,0.091690,0.350942,2026-01-11T20:24:46.738453
Q8_National_Market_Share,1,9.647,0.141738,0.113849,0.116579,0.372167,2026-01-11T20:24:49.176012
Q8_National_Market_Share,1,12.084,0.167455,0.105894,0.099087,0.372436,2026-01-11T20:24:51.573730
Q8_National_Market_Share,1,14.482,0.146329,0.087349,0.085712,0.319391,2026-01-11T20:24:53.991973
Q8_National_Market_Share,1,16.900,0.147526,0.092961,0.105612,0.346098,2026-01-11T20:24:56.402491
Q8_National_Market_Share,1,19.311,0.152291,0.107963,0.110056,0.370310,2026-01-11T20:24:58.804739
Q8_National_Market_Share,1,21.713,0.158036,0.108017,0.117090,0.383143,2026-01-11T20:25:01.198484
Q8_National_Market_Share,1,24.107,0.168028,0.106516,0.101683,0.376227,2026-01-11T20:25:03.651516
Q8_National_Market_Share,1,26.560,0.134170,0.101353,0.099992,0.335515,2026-01-11T20:25:06.042294
Q8_National_Market_Share,1,28.951,0.153516,0.107324,0.101637,0.362477,2026-01-11T20:25:08.433463
Q8_National_Market_Share,1,31.342,0.144820,0.112400,0.113569,0.370789,2026-01-11T20:25:10.829659
Q8_National_Market_Share,1,33.738,0.138372,0.110348,0.098107,0.346827,2026-01-11T20:25:13.264185
Q8_National_Market_Share,1,36.172,0.143214,0.111334,0.103896,0.358444,2026-01-11T20:25:15.687986
Q8_National_Market_Share,1,38.596,0.134008,0.087718,0.092831,0.314556,2026-01-11T20:25:18.084864
Q8_National_Market_Share,1,40.993,0.140506,0.104632,0.118252,0.363390,2026-01-11T20:25:20.468205
Q8_National_Market_Share,1,43.377,0.142610,0.112254,0.095130,0.349993,2026-01-11T20:25:22.915335
Q8_National_Market_Share,1,45.824,0.140567,0.118065,0.092195,0.350827,2026-01-11T20:25:25.322991
