query,iteration,elapsed_time_seconds,power_shard1_watts,power_shard2_watts,power_shard3_watts,power_total_watts,timestamp
Q1_Pricing_Summary,1,0.000,0.942630,0.926454,0.957021,2.826106,2026-01-16T19:09:27.753727
Q1_Pricing_Summary,1,2.408,2.061974,2.061512,2.291645,6.415132,2026-01-16T19:09:30.149678
Q1_Pricing_Summary,1,4.803,1.783306,1.374304,1.447905,4.605515,2026-01-16T19:09:32.596235
Q1_Pricing_Summary,1,7.250,2.208860,1.892591,1.818793,5.920244,2026-01-16T19:09:35.072277
Q1_Pricing_Summary,1,9.726,2.138984,1.544795,1.342033,5.025813,2026-01-16T19:09:37.589034
Q1_Pricing_Summary,1,12.243,2.132841,1.401020,1.603704,5.137564,2026-01-16T19:09:39.994963
Q1_Pricing_Summary,1,14.649,2.051316,1.460885,1.183549,4.695750,2026-01-16T19:09:42.434160
Q1_Pricing_Summary,1,17.088,1.964006,1.189012,1.476571,4.629590,2026-01-16T19:09:44.940485
Q1_Pricing_Summary,1,19.594,1.820744,1.340684,1.620991,4.782419,2026-01-16T19:09:47.373112
Q1_Pricing_Summary,1,22.027,2.177928,1.571652,1.429757,5.179337,2026-01-16T19:09:49.810078
Q1_Pricing_Summary,1,24.464,1.828056,1.751968,2.195892,5.775916,2026-01-16T19:09:52.257061
Q1_Pricing_Summary,1,26.911,2.189252,1.927996,1.898996,6.016245,2026-01-16T19:09:54.602304
Q1_Pricing_Summary,1,29.256,1.938585,1.758072,2.197812,5.894469,2026-01-16T19:09:56.975921
Q1_Pricing_Summary,1,31.630,2.247776,1.677801,1.860792,5.786369,2026-01-16T19:09:59.428950
Q1_Pricing_Summary,1,34.083,2.043425,2.102774,2.077433,6.223631,2026-01-16T19:10:01.909480
Q1_Pricing_Summary,1,36.563,1.994733,1.537396,2.017037,5.549166,2026-01-16T19:10:04.460333
Q1_Pricing_Summary,1,39.114,2.215460,1.777755,2.196931,6.190146,2026-01-16T19:10:06.914701
Q1_Pricing_Summary,1,41.568,1.959647,1.957361,1.892591,5.809599,2026-01-16T19:10:09.368777
Q1_Pricing_Summary,1,44.023,2.197449,1.933938,2.039811,6.171198,2026-01-16T19:10:11.943681
Q1_Pricing_Summary,1,46.597,2.773329,1.545304,2.164170,6.482802,2026-01-16T19:10:14.344700
Q1_Pricing_Summary,1,48.999,1.599201,2.197621,1.866358,5.663180,2026-01-16T19:10:16.739115
Q1_Pricing_Summary,1,51.393,1.318357,2.051183,1.828861,5.198400,2026-01-16T19:10:19.187227
Q1_Pricing_Summary,1,53.841,1.385500,2.269955,1.863901,5.519357,2026-01-16T19:10:21.853995
Q1_Pricing_Summary,1,56.508,2.227237,2.927307,2.119696,7.274239,2026-01-16T19:10:24.310358
Q1_Pricing_Summary,1,58.964,2.940524,2.864489,1.831841,7.636853,2026-01-16T19:10:26.782552
Q1_Pricing_Summary,1,61.436,2.702858,2.939004,2.273211,7.915073,2026-01-16T19:10:29.221961
Q1_Pricing_Summary,1,63.876,2.794633,2.956303,1.846650,7.597585,2026-01-16T19:10:31.688361
Q1_Pricing_Summary,1,66.342,2.937916,2.949674,2.584652,8.472242,2026-01-16T19:10:34.318655
Q1_Pricing_Summary,1,68.973,2.879884,2.958373,2.457428,8.295685,2026-01-16T19:10:36.690515
Q1_Pricing_Summary,1,71.344,2.489634,2.969124,3.142584,8.601343,2026-01-16T19:10:39.094347
Q1_Pricing_Summary,1,73.748,2.804269,2.993550,3.151997,8.949817,2026-01-16T19:10:41.527630
Q1_Pricing_Summary,1,76.181,2.841228,2.983231,3.143279,8.967739,2026-01-16T19:10:43.977560
Q1_Pricing_Summary,1,78.631,3.022551,2.984137,3.109010,9.115698,2026-01-16T19:10:46.415608
Q1_Pricing_Summary,1,81.069,2.886626,2.968283,3.085379,8.940288,2026-01-16T19:10:48.795050
Q1_Pricing_Summary,1,83.449,0.185412,0.907518,1.478382,2.571312,2026-01-16T19:10:51.363093
Q1_Pricing_Summary,2,0.000,0.032328,0.023748,0.030755,0.086831,2026-01-16T19:10:59.292214
Q1_Pricing_Summary,2,2.480,2.904741,1.805451,1.795239,6.505431,2026-01-16T19:11:01.739160
Q1_Pricing_Summary,2,4.927,2.965452,1.488174,1.562139,6.015764,2026-01-16T19:11:04.386511
Q1_Pricing_Summary,2,7.574,3.252501,1.871111,1.667734,6.791346,2026-01-16T19:11:06.856583
Q1_Pricing_Summary,2,10.044,2.895407,1.726289,1.177924,5.799620,2026-01-16T19:11:09.365591
Q1_Pricing_Summary,2,12.553,2.926351,1.425623,1.455227,5.807201,2026-01-16T19:11:12.087290
Q1_Pricing_Summary,2,15.275,2.907278,1.373022,0.990811,5.271111,2026-01-16T19:11:14.573557
Q1_Pricing_Summary,2,17.761,3.010613,1.115167,1.468226,5.594007,2026-01-16T19:11:17.058034
Q1_Pricing_Summary,2,20.246,2.722889,1.298805,1.540361,5.562055,2026-01-16T19:11:19.800941
Q1_Pricing_Summary,2,22.989,2.928419,1.515582,1.414518,5.858518,2026-01-16T19:11:22.349124
Q1_Pricing_Summary,2,25.537,2.992287,1.682254,2.060819,6.735360,2026-01-16T19:11:24.793880
Q1_Pricing_Summary,2,27.982,2.983191,1.674981,1.854546,6.512718,2026-01-16T19:11:27.232593
Q1_Pricing_Summary,2,30.420,2.899832,1.666347,2.163754,6.729932,2026-01-16T19:11:29.784725
Q1_Pricing_Summary,2,32.973,2.841449,1.583686,2.113650,6.538785,2026-01-16T19:11:32.306138
Q1_Pricing_Summary,2,35.494,2.887522,2.173711,1.992248,7.053480,2026-01-16T19:11:34.748309
Q1_Pricing_Summary,2,37.936,2.748439,1.451791,2.205460,6.405690,2026-01-16T19:11:37.169984
Q1_Pricing_Summary,2,40.358,2.996745,2.090664,1.975879,7.063288,2026-01-16T19:11:39.696980
Q1_Pricing_Summary,2,42.885,2.880634,1.678732,1.856921,6.416287,2026-01-16T19:11:42.148351
Q1_Pricing_Summary,2,45.336,2.879579,1.754650,2.310627,6.944856,2026-01-16T19:11:44.557024
Q1_Pricing_Summary,2,47.745,3.103482,1.685475,2.090988,6.879945,2026-01-16T19:11:46.986658
Q1_Pricing_Summary,2,50.174,2.926690,1.955027,1.948194,6.829911,2026-01-16T19:11:49.470695
Q1_Pricing_Summary,2,52.659,2.938840,1.631567,1.710036,6.280442,2026-01-16T19:11:51.962630
Q1_Pricing_Summary,2,55.150,2.958530,2.138267,1.752960,6.849757,2026-01-16T19:11:54.378810
Q1_Pricing_Summary,2,57.567,3.018761,2.261251,1.812656,7.092669,2026-01-16T19:11:56.825795
Q1_Pricing_Summary,2,60.014,2.894991,2.057943,1.570141,6.523075,2026-01-16T19:11:59.304829
Q1_Pricing_Summary,2,62.493,3.002917,2.052226,1.921959,6.977102,2026-01-16T19:12:01.757005
Q1_Pricing_Summary,2,64.945,2.925725,1.716701,1.702816,6.345243,2026-01-16T19:12:04.221253
Q1_Pricing_Summary,2,67.409,0.459494,2.181099,2.224870,4.865464,2026-01-16T19:12:06.903123
Q1_Pricing_Summary,2,70.091,0.027342,2.088147,1.628171,3.743660,2026-01-16T19:12:09.419497
Q1_Pricing_Summary,2,72.607,0.023885,1.303056,1.849800,3.176742,2026-01-16T19:12:12.089916
Q1_Pricing_Summary,2,75.278,0.026970,1.861302,1.898235,3.786508,2026-01-16T19:12:14.530132
Q1_Pricing_Summary,2,77.718,0.040669,1.708062,1.929206,3.677936,2026-01-16T19:12:17.000687
Q1_Pricing_Summary,2,80.189,0.038522,1.669403,1.769030,3.476954,2026-01-16T19:12:19.472537
Q1_Pricing_Summary,2,82.660,0.020315,1.908985,1.966092,3.895391,2026-01-16T19:12:21.974815
Q1_Pricing_Summary,2,85.163,0.028312,1.257184,1.995296,3.280791,2026-01-16T19:12:24.390342
Q1_Pricing_Summary,2,87.578,0.038784,1.501385,1.903229,3.443397,2026-01-16T19:12:26.927991
Q1_Pricing_Summary,2,90.116,0.035274,1.086183,1.416487,2.537945,2026-01-16T19:12:29.710033
Q1_Pricing_Summary,2,92.898,0.018703,1.641849,0.019108,1.679660,2026-01-16T19:12:32.135917
Q1_Pricing_Summary,2,95.324,0.025217,1.086143,0.008033,1.119393,2026-01-16T19:12:34.523454
Q1_Pricing_Summary,2,97.711,0.040821,1.571080,0.012084,1.623985,2026-01-16T19:12:37.295377
Q1_Pricing_Summary,3,0.001,0.028752,0.030707,0.037011,0.096470,2026-01-16T19:12:44.586412
Q1_Pricing_Summary,3,2.508,3.073926,1.671215,1.735149,6.480291,2026-01-16T19:12:47.010810
Q1_Pricing_Summary,3,4.932,2.903489,1.537318,1.524029,5.964837,2026-01-16T19:12:49.511311
Q1_Pricing_Summary,3,7.432,2.934341,1.740373,1.714535,6.389249,2026-01-16T19:12:52.014918
Q1_Pricing_Summary,3,9.936,2.996369,1.914802,1.311810,6.222981,2026-01-16T19:12:54.526198
Q1_Pricing_Summary,3,12.447,3.033723,1.155181,1.561653,5.750557,2026-01-16T19:12:56.961173
Q1_Pricing_Summary,3,14.882,2.885068,2.303021,1.009841,6.197930,2026-01-16T19:12:59.859556
Q1_Pricing_Summary,3,17.781,3.029337,2.683870,1.459996,7.173203,2026-01-16T19:13:02.415058
Q1_Pricing_Summary,3,20.336,3.041248,2.297881,1.806806,7.145934,2026-01-16T19:13:04.786488
Q1_Pricing_Summary,3,22.708,3.107150,1.511202,1.455107,6.073459,2026-01-16T19:13:07.142400
Q1_Pricing_Summary,3,25.064,3.010261,1.516990,2.102248,6.629499,2026-01-16T19:13:09.589713
Q1_Pricing_Summary,3,27.511,2.900082,1.691329,1.945420,6.536831,2026-01-16T19:13:11.979705
Q1_Pricing_Summary,3,29.901,2.993322,1.861733,2.242126,7.097181,2026-01-16T19:13:14.330414
Q1_Pricing_Summary,3,32.252,3.017621,1.297230,1.998307,6.313157,2026-01-16T19:13:16.774409
Q1_Pricing_Summary,3,34.696,3.009282,1.889212,2.012503,6.910996,2026-01-16T19:13:19.211905
Q1_Pricing_Summary,3,37.133,3.064723,1.906147,2.141953,7.112823,2026-01-16T19:13:21.882589
Q1_Pricing_Summary,3,39.804,3.054442,1.510614,1.922191,6.487246,2026-01-16T19:13:24.469010
Q1_Pricing_Summary,3,42.390,3.081554,1.947697,1.890192,6.919443,2026-01-16T19:13:26.889636
Q1_Pricing_Summary,3,44.811,3.055133,1.727855,2.201917,6.984906,2026-01-16T19:13:29.507095
Q1_Pricing_Summary,3,47.428,3.019948,1.680361,2.287577,6.987886,2026-01-16T19:13:31.934242
Q1_Pricing_Summary,3,49.855,2.987883,1.964032,2.033990,6.985905,2026-01-16T19:13:34.372790
Q1_Pricing_Summary,3,52.294,3.097528,1.717234,1.660216,6.474979,2026-01-16T19:13:36.814230
