query,iteration,elapsed_time_seconds,power_shard1_watts,power_shard2_watts,power_shard3_watts,power_total_watts,timestamp
Q22_Global_Sales_Opportunity,1,0.000,0.442589,0.416905,0.427277,1.286772,2026-01-12T09:30:32.371364
Q22_Global_Sales_Opportunity,1,3.189,1.466252,0.960003,0.996976,3.423232,2026-01-12T09:30:34.880136
Q22_Global_Sales_Opportunity,1,5.698,1.467077,0.839043,0.933406,3.239525,2026-01-12T09:30:37.448740
Q22_Global_Sales_Opportunity,1,8.267,0.895143,0.881845,0.951545,2.728533,2026-01-12T09:30:39.981528
Q22_Global_Sales_Opportunity,1,10.799,0.406906,1.886362,1.439028,3.732296,2026-01-12T09:30:42.536827
Q22_Global_Sales_Opportunity,1,13.355,9.146379,7.025416,6.927532,23.099327,2026-01-12T09:30:45.365186
Q22_Global_Sales_Opportunity,1,16.183,9.088617,7.618012,7.926199,24.632828,2026-01-12T09:30:48.235165
Q22_Global_Sales_Opportunity,1,19.053,8.585644,6.755714,7.115428,22.456787,2026-01-12T09:30:50.781719
Q22_Global_Sales_Opportunity,1,21.600,9.154849,6.808262,6.942871,22.905983,2026-01-12T09:30:53.383654
Q22_Global_Sales_Opportunity,1,24.202,9.780056,6.811632,7.230364,23.822052,2026-01-12T09:30:56.014423
Q22_Global_Sales_Opportunity,1,26.832,9.516461,6.700423,6.922160,23.139044,2026-01-12T09:30:58.589959
Q22_Global_Sales_Opportunity,1,29.408,9.772508,7.467453,7.376744,24.616705,2026-01-12T09:31:01.209808
Q22_Global_Sales_Opportunity,1,32.028,8.581695,9.810891,9.813511,28.206097,2026-01-12T09:31:03.799747
Q22_Global_Sales_Opportunity,1,34.618,10.736154,9.006428,9.884139,29.626721,2026-01-12T09:31:06.369917
Q22_Global_Sales_Opportunity,1,37.188,10.041495,9.556005,10.757379,30.354878,2026-01-12T09:31:08.936467
Q22_Global_Sales_Opportunity,1,39.754,9.925915,9.697855,10.678633,30.302403,2026-01-12T09:31:11.583323
Q22_Global_Sales_Opportunity,1,42.401,9.629744,10.979317,10.950221,31.559282,2026-01-12T09:31:14.293320
Q22_Global_Sales_Opportunity,1,45.111,10.284533,9.930701,10.534102,30.749336,2026-01-12T09:31:17.059855
Q22_Global_Sales_Opportunity,1,47.878,10.069489,9.756206,10.111989,29.937683,2026-01-12T09:31:19.678519
Q22_Global_Sales_Opportunity,1,50.496,10.374634,9.240154,10.075436,29.690224,2026-01-12T09:31:22.506253
Q22_Global_Sales_Opportunity,1,53.324,9.449760,10.081387,10.430373,29.961520,2026-01-12T09:31:25.097011
Q22_Global_Sales_Opportunity,1,55.915,10.004546,10.072321,9.918630,29.995497,2026-01-12T09:31:28.041364
Q22_Global_Sales_Opportunity,1,58.859,9.888145,10.251482,9.935757,30.075384,2026-01-12T09:31:30.613535
Q22_Global_Sales_Opportunity,1,61.431,10.018052,10.103015,9.885911,30.006978,2026-01-12T09:31:33.301970
Q22_Global_Sales_Opportunity,1,64.120,10.246464,9.920981,9.983502,30.150947,2026-01-12T09:31:35.958663
Q22_Global_Sales_Opportunity,1,66.777,1.415728,9.285572,9.967941,20.669241,2026-01-12T09:31:38.471821
Q22_Global_Sales_Opportunity,1,69.290,0.027646,9.108899,10.664086,19.800631,2026-01-12T09:31:40.924634
Q22_Global_Sales_Opportunity,1,71.743,0.028704,9.981763,10.820161,20.830627,2026-01-12T09:31:43.372116
Q22_Global_Sales_Opportunity,1,74.190,0.032087,7.102609,10.372065,17.506761,2026-01-12T09:31:45.835960
Q22_Global_Sales_Opportunity,1,76.654,2.690573,2.379001,7.387028,12.456603,2026-01-12T09:31:48.441015
Q22_Global_Sales_Opportunity,1,79.259,9.072601,7.224431,7.294438,23.591471,2026-01-12T09:31:51.017486
Q22_Global_Sales_Opportunity,1,81.835,9.188869,8.793554,8.225831,26.208254,2026-01-12T09:31:53.827262
Q22_Global_Sales_Opportunity,1,84.645,8.296413,6.922014,6.825072,22.043499,2026-01-12T09:31:56.437806
Q22_Global_Sales_Opportunity,1,87.256,9.198625,6.660421,6.959079,22.818125,2026-01-12T09:31:59.001709
Q22_Global_Sales_Opportunity,1,89.820,10.099759,6.947261,7.416294,24.463314,2026-01-12T09:32:01.560598
Q22_Global_Sales_Opportunity,1,92.379,9.178067,7.155210,6.842986,23.176263,2026-01-12T09:32:04.080042
Q22_Global_Sales_Opportunity,1,94.898,9.697632,9.930308,7.583085,27.211025,2026-01-12T09:32:06.864674
Q22_Global_Sales_Opportunity,1,97.683,9.064823,9.102577,9.896532,28.063931,2026-01-12T09:32:09.435793
Q22_Global_Sales_Opportunity,1,100.254,9.478576,9.544801,10.263051,29.286428,2026-01-12T09:32:11.990611
Q22_Global_Sales_Opportunity,1,102.809,10.444417,9.753991,10.399029,30.597437,2026-01-12T09:32:14.507258
Q22_Global_Sales_Opportunity,1,105.325,10.030917,10.855010,11.163803,32.049730,2026-01-12T09:32:17.481037
Q22_Global_Sales_Opportunity,1,108.299,9.843534,11.265983,12.497392,33.606908,2026-01-12T09:32:20.089298
Q22_Global_Sales_Opportunity,1,110.907,9.970589,10.138485,10.490956,30.600029,2026-01-12T09:32:22.620263
Q22_Global_Sales_Opportunity,1,113.438,9.845740,9.444386,10.315027,29.605154,2026-01-12T09:32:25.489715
Q22_Global_Sales_Opportunity,1,116.308,9.948625,10.774317,10.382939,31.105882,2026-01-12T09:32:28.273582
Q22_Global_Sales_Opportunity,1,119.092,9.748076,10.283989,10.412360,30.444424,2026-01-12T09:32:31.033647
Q22_Global_Sales_Opportunity,1,121.852,10.249758,10.704644,10.595220,31.549621,2026-01-12T09:32:33.615902
Q22_Global_Sales_Opportunity,1,124.434,10.272638,10.232195,11.097970,31.602803,2026-01-12T09:32:36.576575
Q22_Global_Sales_Opportunity,1,127.395,10.328391,9.482353,10.743427,30.554171,2026-01-12T09:32:39.127362
Q22_Global_Sales_Opportunity,1,129.945,10.573092,9.449172,10.424407,30.446671,2026-01-12T09:32:41.546710
Q22_Global_Sales_Opportunity,1,132.365,0.045747,10.236119,11.149560,21.431426,2026-01-12T09:32:43.925523
Q22_Global_Sales_Opportunity,1,134.743,0.024154,6.595567,10.480825,17.100546,2026-01-12T09:32:46.463691
Q22_Global_Sales_Opportunity,1,137.282,0.287356,0.721034,8.304720,9.313110,2026-01-12T09:32:49.067685
Q22_Global_Sales_Opportunity,1,139.886,9.367251,10.154677,7.412837,26.934765,2026-01-12T09:32:51.834445
Q22_Global_Sales_Opportunity,1,142.652,9.194394,7.010667,9.804822,26.009883,2026-01-12T09:32:54.383787
Q22_Global_Sales_Opportunity,1,145.202,8.631357,6.767757,7.175202,22.574316,2026-01-12T09:32:56.915776
Q22_Global_Sales_Opportunity,1,147.734,9.015218,6.807321,7.451890,23.274429,2026-01-12T09:32:59.531902
Q22_Global_Sales_Opportunity,1,150.350,9.623828,7.632587,8.932216,26.188631,2026-01-12T09:33:02.185121
Q22_Global_Sales_Opportunity,1,153.003,9.452963,9.545521,10.213515,29.212000,2026-01-12T09:33:04.739475
Q22_Global_Sales_Opportunity,1,155.557,9.688474,9.372752,10.550354,29.611580,2026-01-12T09:33:07.285309
Q22_Global_Sales_Opportunity,1,158.103,9.162907,9.463973,10.674427,29.301307,2026-01-12T09:33:10.149374
Q22_Global_Sales_Opportunity,1,160.967,9.726430,9.547959,10.518513,29.792903,2026-01-12T09:33:12.678801
Q22_Global_Sales_Opportunity,1,163.497,9.965411,9.835558,11.974803,31.775772,2026-01-12T09:33:15.267435
Q22_Global_Sales_Opportunity,1,166.086,10.021767,9.825085,10.158889,30.005740,2026-01-12T09:33:17.846617
Q22_Global_Sales_Opportunity,1,168.665,9.487274,10.352968,10.549417,30.389659,2026-01-12T09:33:20.394831
Q22_Global_Sales_Opportunity,1,171.213,10.072668,9.879259,10.241498,30.193424,2026-01-12T09:33:22.982370
Q22_Global_Sales_Opportunity,1,173.800,10.149519,9.825199,10.482658,30.457376,2026-01-12T09:33:25.828697
Q22_Global_Sales_Opportunity,1,176.647,9.746482,11.564711,10.799653,32.110845,2026-01-12T09:33:28.389746
Q22_Global_Sales_Opportunity,1,179.208,10.050412,10.397032,11.125864,31.573308,2026-01-12T09:33:31.119372
Q22_Global_Sales_Opportunity,1,181.937,10.278908,10.797978,10.418604,31.495491,2026-01-12T09:33:33.719876
Q22_Global_Sales_Opportunity,1,184.538,10.186455,9.938932,10.200585,30.325972,2026-01-12T09:33:36.695370
Q22_Global_Sales_Opportunity,1,187.513,10.479859,9.398277,10.845622,30.723757,2026-01-12T09:33:39.246715
Q22_Global_Sales_Opportunity,1,190.065,10.470743,9.601835,11.061465,31.134044,2026-01-12T09:33:41.805520
Q22_Global_Sales_Opportunity,1,192.623,1.132096,10.308597,7.480101,18.920795,2026-01-12T09:33:44.209639
Q22_Global_Sales_Opportunity,1,195.028,1.672945,8.111395,2.446727,12.231067,2026-01-12T09:33:46.811870
Q22_Global_Sales_Opportunity,1,197.630,9.229567,8.865075,9.653656,27.748298,2026-01-12T09:33:49.353413
Q22_Global_Sales_Opportunity,1,200.171,9.438329,8.022010,6.864142,24.324481,2026-01-12T09:33:51.936055
Q22_Global_Sales_Opportunity,1,202.754,8.718565,7.194011,7.095499,23.008075,2026-01-12T09:33:54.494518
Q22_Global_Sales_Opportunity,1,205.312,9.290342,6.862500,7.241652,23.394494,2026-01-12T09:33:57.062191
Q22_Global_Sales_Opportunity,1,207.880,9.746534,6.728714,7.013041,23.488289,2026-01-12T09:34:00.135432
Q22_Global_Sales_Opportunity,1,210.953,9.488409,8.613073,9.246829,27.348311,2026-01-12T09:34:02.676551
Q22_Global_Sales_Opportunity,1,213.494,9.080876,9.460042,9.581422,28.122340,2026-01-12T09:34:05.264320
Q22_Global_Sales_Opportunity,1,216.082,8.989137,9.449597,10.938912,29.377646,2026-01-12T09:34:08.024243
Q22_Global_Sales_Opportunity,1,218.842,9.653302,9.481770,10.437140,29.572212,2026-01-12T09:34:10.573859
Q22_Global_Sales_Opportunity,1,221.392,10.108036,9.556022,10.618070,30.282128,2026-01-12T09:34:13.142331
Q22_Global_Sales_Opportunity,1,223.960,10.143250,10.437398,11.497644,32.078292,2026-01-12T09:34:15.683343
Q22_Global_Sales_Opportunity,1,226.501,9.889544,10.915541,10.162057,30.967142,2026-01-12T09:34:18.629676
Q22_Global_Sales_Opportunity,1,229.448,9.922163,9.756471,10.709595,30.388229,2026-01-12T09:34:21.154269
Q22_Global_Sales_Opportunity,1,231.972,10.228371,10.071019,10.380896,30.680286,2026-01-12T09:34:23.895106
Q22_Global_Sales_Opportunity,1,234.713,9.999464,11.162487,10.544678,31.706629,2026-01-12T09:34:26.848718
Q22_Global_Sales_Opportunity,1,237.667,10.000960,10.352368,10.862464,31.215792,2026-01-12T09:34:29.407581
Q22_Global_Sales_Opportunity,1,240.226,10.310729,10.403286,11.233860,31.947875,2026-01-12T09:34:31.974847
Q22_Global_Sales_Opportunity,1,242.793,10.168598,10.026150,10.700812,30.895560,2026-01-12T09:34:34.528920
Q22_Global_Sales_Opportunity,1,245.347,10.490230,9.605062,10.108228,30.203520,2026-01-12T09:34:37.102820
Q22_Global_Sales_Opportunity,1,247.921,10.280814,9.645740,11.266405,31.192959,2026-01-12T09:34:39.890073
Q22_Global_Sales_Opportunity,1,250.708,0.763657,10.257001,10.456745,21.477403,2026-01-12T09:34:42.368977
Q22_Global_Sales_Opportunity,1,253.187,0.584378,6.341831,8.887771,15.813980,2026-01-12T09:34:44.980627
Q22_Global_Sales_Opportunity,1,255.799,9.485138,9.873665,7.320571,26.679374,2026-01-12T09:34:47.534764
Q22_Global_Sales_Opportunity,1,258.353,9.082561,6.795298,9.763360,25.641219,2026-01-12T09:34:50.103795
Q22_Global_Sales_Opportunity,1,260.922,8.943502,6.822578,6.942470,22.708550,2026-01-12T09:34:52.705175
Q22_Global_Sales_Opportunity,1,263.523,9.024186,6.833732,7.258443,23.116361,2026-01-12T09:34:55.639508
Q22_Global_Sales_Opportunity,1,266.457,9.813258,6.779251,7.107437,23.699947,2026-01-12T09:34:58.205311
Q22_Global_Sales_Opportunity,1,269.023,9.507534,9.406435,7.917671,26.831641,2026-01-12T09:35:00.768743
Q22_Global_Sales_Opportunity,1,271.587,9.431759,9.115373,10.260281,28.807413,2026-01-12T09:35:03.534051
Q22_Global_Sales_Opportunity,1,274.352,9.331590,9.109400,10.153377,28.594368,2026-01-12T09:35:06.175551
Q22_Global_Sales_Opportunity,1,276.994,9.895107,9.516563,10.963849,30.375518,2026-01-12T09:35:08.756247
Q22_Global_Sales_Opportunity,1,279.574,10.306614,9.865752,10.707278,30.879645,2026-01-12T09:35:11.382184
Q22_Global_Sales_Opportunity,1,282.200,10.160626,9.747762,11.693070,31.601458,2026-01-12T09:35:14.276697
Q22_Global_Sales_Opportunity,1,285.095,9.729968,9.749216,10.061032,29.540216,2026-01-12T09:35:16.821234
Q22_Global_Sales_Opportunity,1,287.639,10.043446,9.869269,10.776921,30.689636,2026-01-12T09:35:19.383948
Q22_Global_Sales_Opportunity,1,290.202,9.923494,9.620474,10.188767,29.732735,2026-01-12T09:35:21.950443
Q22_Global_Sales_Opportunity,1,292.768,10.213568,10.797688,10.598551,31.609806,2026-01-12T09:35:24.507603
Q22_Global_Sales_Opportunity,1,295.326,9.980913,10.477206,10.782094,31.240213,2026-01-12T09:35:27.071135
Q22_Global_Sales_Opportunity,1,297.889,10.298703,10.436989,11.072406,31.808097,2026-01-12T09:35:29.640167
Q22_Global_Sales_Opportunity,1,300.458,10.146461,10.026588,11.124054,31.297103,2026-01-12T09:35:32.501657
