query,iteration,elapsed_time_seconds,power_shard1_watts,power_shard2_watts,power_shard3_watts,power_total_watts,timestamp
Q4_Order_Priority_Checking,1,0.000,0.021453,0.012783,0.010770,0.045005,2026-01-18T11:43:10.100296
Q4_Order_Priority_Checking,1,2.367,0.756590,0.605317,0.586403,1.948310,2026-01-18T11:43:12.550020
Q4_Order_Priority_Checking,1,4.816,0.819638,0.602040,0.581915,2.003593,2026-01-18T11:43:15.024152
Q4_Order_Priority_Checking,1,7.291,0.932021,0.521241,0.546570,1.999831,2026-01-18T11:43:17.447084
Q4_Order_Priority_Checking,1,9.714,0.782999,0.625245,0.659481,2.067725,2026-01-18T11:43:19.920997
Q4_Order_Priority_Checking,1,12.187,0.901272,0.545118,0.431280,1.877670,2026-01-18T11:43:22.380426
Q4_Order_Priority_Checking,1,14.647,0.723276,0.661720,0.671981,2.056977,2026-01-18T11:43:24.822730
Q4_Order_Priority_Checking,1,17.089,0.926123,0.696737,0.667796,2.290657,2026-01-18T11:43:27.193450
Q4_Order_Priority_Checking,1,19.460,0.927090,0.660561,0.653108,2.240759,2026-01-18T11:43:29.629895
Q4_Order_Priority_Checking,1,21.897,0.893576,0.460644,0.329116,1.683336,2026-01-18T11:43:32.012707
Q4_Order_Priority_Checking,1,24.279,0.932293,0.705457,0.697398,2.335148,2026-01-18T11:43:34.353099
Q4_Order_Priority_Checking,1,26.620,0.999080,0.686676,0.763076,2.448832,2026-01-18T11:43:36.798719
Q4_Order_Priority_Checking,1,29.065,0.589689,0.690666,0.705641,1.985996,2026-01-18T11:43:39.538709
Q4_Order_Priority_Checking,1,31.805,0.966496,0.706380,0.710868,2.383743,2026-01-18T11:43:41.922032
Q4_Order_Priority_Checking,1,34.188,0.942801,0.695592,0.678506,2.316900,2026-01-18T11:43:44.367588
Q4_Order_Priority_Checking,1,36.634,1.011905,0.690271,0.707450,2.409625,2026-01-18T11:43:46.708126
Q4_Order_Priority_Checking,1,38.975,0.892819,0.556967,0.506918,1.956705,2026-01-18T11:43:49.099418
Q4_Order_Priority_Checking,1,41.366,1.021685,0.540571,0.491425,2.053681,2026-01-18T11:43:51.558970
Q4_Order_Priority_Checking,1,43.825,0.958333,0.686210,0.683436,2.327978,2026-01-18T11:43:54.037744
Q4_Order_Priority_Checking,1,46.304,1.042951,0.721734,0.661645,2.426330,2026-01-18T11:43:56.465527
Q4_Order_Priority_Checking,1,48.732,0.599790,0.705651,0.727360,2.032801,2026-01-18T11:43:58.965887
Q4_Order_Priority_Checking,1,51.232,0.951507,0.732119,0.729878,2.413504,2026-01-18T11:44:01.376767
Q4_Order_Priority_Checking,1,53.643,0.956583,0.717493,0.672698,2.346774,2026-01-18T11:44:04.039920
Q4_Order_Priority_Checking,1,56.306,1.042923,0.775717,0.705181,2.523821,2026-01-18T11:44:06.514081
Q4_Order_Priority_Checking,1,58.781,0.970879,0.703567,0.737748,2.412194,2026-01-18T11:44:08.991961
Q4_Order_Priority_Checking,1,61.258,0.982270,0.748099,0.730734,2.461104,2026-01-18T11:44:11.419511
Q4_Order_Priority_Checking,1,63.686,1.014239,0.739872,0.710976,2.465088,2026-01-18T11:44:13.869315
Q4_Order_Priority_Checking,1,66.136,0.942899,0.474964,0.358927,1.776790,2026-01-18T11:44:16.542342
Q4_Order_Priority_Checking,1,68.809,0.976178,0.591503,0.723727,2.291408,2026-01-18T11:44:18.991672
Q4_Order_Priority_Checking,1,71.258,1.009963,0.772237,0.741635,2.523835,2026-01-18T11:44:21.491587
Q4_Order_Priority_Checking,1,73.758,1.041979,0.731286,0.733604,2.506868,2026-01-18T11:44:23.931027
Q4_Order_Priority_Checking,1,76.198,0.043024,0.775481,0.724909,1.543414,2026-01-18T11:44:26.360083
Q4_Order_Priority_Checking,1,78.627,0.029095,0.729504,0.740405,1.499005,2026-01-18T11:44:29.101426
Q4_Order_Priority_Checking,1,81.368,0.029701,0.779312,0.756806,1.565818,2026-01-18T11:44:31.509884
Q4_Order_Priority_Checking,1,83.776,0.026345,0.743277,0.746853,1.516475,2026-01-18T11:44:33.928447
Q4_Order_Priority_Checking,1,86.195,0.033797,0.769942,0.830145,1.633884,2026-01-18T11:44:36.283453
Q4_Order_Priority_Checking,1,88.550,0.036573,0.754828,0.778738,1.570139,2026-01-18T11:44:38.743575
Q4_Order_Priority_Checking,1,91.010,0.049828,0.655960,0.554067,1.259855,2026-01-18T11:44:41.134670
Q4_Order_Priority_Checking,1,93.401,0.026649,0.665891,0.769280,1.461820,2026-01-18T11:44:43.498099
Q4_Order_Priority_Checking,1,95.765,0.027318,0.758760,0.792164,1.578242,2026-01-18T11:44:45.867711
Q4_Order_Priority_Checking,1,98.134,0.036858,0.776832,0.816193,1.629883,2026-01-18T11:44:48.312588
Q4_Order_Priority_Checking,1,100.579,0.032135,0.807544,0.715920,1.555599,2026-01-18T11:44:50.722530
Q4_Order_Priority_Checking,1,102.989,0.022750,0.074733,0.018169,0.115652,2026-01-18T11:44:53.253230
Q4_Order_Priority_Checking,2,0.000,0.047244,0.024991,0.020999,0.093233,2026-01-18T11:45:00.636755
Q4_Order_Priority_Checking,2,2.353,0.891034,0.626852,0.712330,2.230216,2026-01-18T11:45:03.028060
Q4_Order_Priority_Checking,2,4.744,0.935463,0.665649,0.642597,2.243708,2026-01-18T11:45:05.521699
Q4_Order_Priority_Checking,2,7.237,0.910886,0.817383,0.722559,2.450828,2026-01-18T11:45:07.929656
Q4_Order_Priority_Checking,2,9.645,0.970234,0.584096,0.658784,2.213113,2026-01-18T11:45:10.602626
Q4_Order_Priority_Checking,2,12.318,0.825601,0.789751,0.821430,2.436781,2026-01-18T11:45:13.057241
Q4_Order_Priority_Checking,2,14.773,0.940817,0.735166,0.504878,2.180861,2026-01-18T11:45:15.702602
