query,iteration,elapsed_time_seconds,power_shard1_watts,power_shard2_watts,power_shard3_watts,power_total_watts,timestamp
Q3_Shipping_Priority,1,0.000,0.018849,0.007580,0.006289,0.032719,2026-01-09T13:07:20.883475
Q3_Shipping_Priority,1,2.461,0.256742,0.213265,0.224396,0.694402,2026-01-09T13:07:23.250426
Q3_Shipping_Priority,1,4.828,0.270818,0.210017,0.202578,0.683414,2026-01-09T13:07:25.603411
Q3_Shipping_Priority,1,7.181,0.286143,0.217524,0.228008,0.731675,2026-01-09T13:07:27.955574
Q3_Shipping_Priority,1,9.533,0.213411,0.181049,0.182243,0.576702,2026-01-09T13:07:30.310741
Q3_Shipping_Priority,1,11.888,0.334868,0.258004,0.245781,0.838653,2026-01-09T13:07:32.665812
Q3_Shipping_Priority,1,14.243,0.232837,0.189460,0.185694,0.607990,2026-01-09T13:07:35.051719
Q3_Shipping_Priority,1,16.629,0.313212,0.178808,0.196220,0.688240,2026-01-09T13:07:37.410017
Q3_Shipping_Priority,1,18.987,0.227207,0.234542,0.194629,0.656378,2026-01-09T13:07:39.765458
Q3_Shipping_Priority,1,21.343,0.313969,0.276219,0.293125,0.883314,2026-01-09T13:07:42.113369
Q3_Shipping_Priority,1,23.691,0.224172,0.185211,0.176215,0.585597,2026-01-09T13:07:44.471552
Q3_Shipping_Priority,1,26.049,0.243834,0.192076,0.190388,0.626298,2026-01-09T13:07:46.838405
Q3_Shipping_Priority,1,28.416,0.225002,0.190617,0.214566,0.630184,2026-01-09T13:07:49.185286
Q3_Shipping_Priority,1,30.762,0.283816,0.206998,0.194660,0.685474,2026-01-09T13:07:51.553818
Q3_Shipping_Priority,1,33.131,0.284809,0.282124,0.276759,0.843692,2026-01-09T13:07:53.915200
Q3_Shipping_Priority,1,35.492,0.263947,0.191429,0.213793,0.669170,2026-01-09T13:07:56.261972
Q3_Shipping_Priority,1,37.839,0.250358,0.191810,0.187170,0.629338,2026-01-09T13:07:58.603457
Q3_Shipping_Priority,1,40.181,0.239112,0.191987,0.178144,0.609244,2026-01-09T13:08:00.960046
Q3_Shipping_Priority,1,42.537,0.341553,0.254124,0.328984,0.924661,2026-01-09T13:08:03.315818
