query,iteration,elapsed_time_seconds,power_shard1_watts,power_shard2_watts,power_shard3_watts,power_total_watts,timestamp
Q4_Order_Priority,1,0.000,0.019717,0.007606,0.006350,0.033672,2026-01-10T12:17:30.857302
Q4_Order_Priority,1,2.654,0.643228,0.439144,0.509297,1.591669,2026-01-10T12:17:34.313126
Q4_Order_Priority,1,6.110,0.911906,0.579479,0.565321,2.056706,2026-01-10T12:17:37.566135
Q4_Order_Priority,1,9.363,0.802096,0.534596,0.524006,1.860698,2026-01-10T12:17:40.870372
Q4_Order_Priority,1,12.668,0.869967,0.488885,0.490722,1.849575,2026-01-10T12:17:43.852958
Q4_Order_Priority,1,15.650,0.767992,0.493070,0.539640,1.800702,2026-01-10T12:17:46.715971
Q4_Order_Priority,1,18.513,0.859458,0.421067,0.430109,1.710634,2026-01-10T12:17:49.961688
Q4_Order_Priority,1,21.759,0.739997,0.632331,0.419697,1.792025,2026-01-10T12:17:53.234385
Q4_Order_Priority,1,25.032,0.678111,0.423602,0.606159,1.707873,2026-01-10T12:17:55.704983
Q4_Order_Priority,1,27.502,0.750277,0.471622,0.541435,1.763334,2026-01-10T12:17:58.594058
Q4_Order_Priority,1,30.391,0.711051,0.561005,0.483038,1.755095,2026-01-10T12:18:01.432599
Q4_Order_Priority,1,33.230,0.763128,0.547846,0.530376,1.841350,2026-01-10T12:18:04.442946
Q4_Order_Priority,1,36.240,0.835126,0.652938,0.453754,1.941819,2026-01-10T12:18:07.997290
Q4_Order_Priority,1,39.794,0.889488,0.627150,0.539931,2.056570,2026-01-10T12:18:10.454939
Q4_Order_Priority,1,42.252,0.705201,0.646866,0.523583,1.875650,2026-01-10T12:18:12.812662
Q4_Order_Priority,1,44.610,0.689633,0.564630,0.451289,1.705551,2026-01-10T12:18:15.254372
Q4_Order_Priority,1,47.052,0.637472,0.625400,0.532314,1.795185,2026-01-10T12:18:18.308688
Q4_Order_Priority,1,50.106,0.797990,0.724100,0.686133,2.208223,2026-01-10T12:18:20.795199
Q4_Order_Priority,1,52.592,0.779284,0.614554,0.640617,2.034454,2026-01-10T12:18:23.864110
Q4_Order_Priority,1,55.661,0.866161,0.609521,0.599340,2.075022,2026-01-10T12:18:27.995352
Q4_Order_Priority,1,59.793,0.681199,0.613074,0.584182,1.878455,2026-01-10T12:18:30.447285
Q4_Order_Priority,1,62.244,0.756723,0.564803,0.499458,1.820984,2026-01-10T12:18:33.770600
Q4_Order_Priority,1,65.568,0.753440,0.576475,0.469407,1.799322,2026-01-10T12:18:36.138615
Q4_Order_Priority,1,67.936,0.699916,0.665045,0.478923,1.843883,2026-01-10T12:18:39.484106
Q4_Order_Priority,1,71.281,0.773061,0.621753,0.557201,1.952016,2026-01-10T12:18:42.800585
Q4_Order_Priority,1,74.598,0.706364,0.562529,0.498494,1.767388,2026-01-10T12:18:46.175914
Q4_Order_Priority,1,77.973,0.656813,0.698635,0.591093,1.946541,2026-01-10T12:18:48.665955
Q4_Order_Priority,1,80.463,0.691931,0.628193,0.579882,1.900006,2026-01-10T12:18:51.482035
Q4_Order_Priority,1,83.279,0.703049,0.569904,0.657553,1.930505,2026-01-10T12:18:54.368640
Q4_Order_Priority,1,86.166,0.654015,0.597647,0.517048,1.768710,2026-01-10T12:18:58.013669
Q4_Order_Priority,1,89.811,0.721394,0.528997,0.508666,1.759057,2026-01-10T12:19:00.533059
Q4_Order_Priority,1,92.330,0.727749,0.578299,0.582662,1.888710,2026-01-10T12:19:04.100494
Q4_Order_Priority,1,95.898,0.779992,0.616868,0.576911,1.973770,2026-01-10T12:19:06.579530
Q4_Order_Priority,1,98.377,0.639082,0.614151,0.477010,1.730243,2026-01-10T12:19:09.217423
Q4_Order_Priority,1,101.015,0.601768,0.538515,0.495384,1.635667,2026-01-10T12:19:11.588326
Q4_Order_Priority,1,103.386,0.619901,0.691682,0.591834,1.903417,2026-01-10T12:19:14.371874
Q4_Order_Priority,1,106.169,0.607956,0.575595,0.497655,1.681207,2026-01-10T12:19:18.328026
Q4_Order_Priority,1,110.125,0.630540,0.482627,0.512820,1.625987,2026-01-10T12:19:20.889013
Q4_Order_Priority,1,112.686,0.615350,0.532901,0.497931,1.646182,2026-01-10T12:19:24.172737
Q4_Order_Priority,1,115.970,0.222531,0.488228,0.467702,1.178461,2026-01-10T12:19:27.807496
Q4_Order_Priority,1,119.605,0.121831,0.536151,0.467605,1.125587,2026-01-10T12:19:30.150417
Q4_Order_Priority,1,121.948,0.041705,0.452096,0.516529,1.010330,2026-01-10T12:19:32.716355
Q4_Order_Priority,1,124.514,0.026951,0.411209,0.479557,0.917717,2026-01-10T12:19:35.536126
Q4_Order_Priority,1,127.333,0.033528,0.485093,0.430674,0.949295,2026-01-10T12:19:38.656978
Q4_Order_Priority,1,130.454,0.024313,0.432346,0.486440,0.943100,2026-01-10T12:19:41.373195
Q4_Order_Priority,1,133.170,0.028608,0.439165,0.469436,0.937209,2026-01-10T12:19:44.132461
Q4_Order_Priority,1,135.930,0.025920,0.475285,0.441988,0.943192,2026-01-10T12:19:47.158528
Q4_Order_Priority,1,138.956,0.037408,0.448720,0.524563,1.010691,2026-01-10T12:19:50.186238
Q4_Order_Priority,1,141.984,0.022817,0.354208,0.360264,0.737288,2026-01-10T12:19:53.345661
Q4_Order_Priority,1,145.143,0.031599,0.091154,0.458545,0.581298,2026-01-10T12:19:56.283201
Q4_Order_Priority,1,148.081,0.031020,0.006383,0.370283,0.407686,2026-01-10T12:19:59.552558
Q4_Order_Priority,1,151.350,0.022846,0.009976,0.408643,0.441464,2026-01-10T12:20:02.562973
Q4_Order_Priority,1,154.360,0.026703,0.003674,0.419484,0.449861,2026-01-10T12:20:05.617830
Q4_Order_Priority,1,157.415,0.034966,0.010323,0.432064,0.477353,2026-01-10T12:20:08.376736
Q4_Order_Priority,1,160.174,0.032259,0.005298,0.079344,0.116901,2026-01-10T12:20:10.975563
