query,iteration,elapsed_time_seconds,power_shard1_watts,power_shard2_watts,power_shard3_watts,power_total_watts,timestamp
Q10_Returned_Item_Reporting,1,0.000,0.000000,0.008232,0.006894,0.015127,2026-01-20T09:29:06.014648
Q10_Returned_Item_Reporting,1,2.413,0.435507,0.257309,0.244844,0.937661,2026-01-20T09:29:08.386262
Q10_Returned_Item_Reporting,1,4.784,0.315901,0.226939,0.214525,0.757365,2026-01-20T09:29:10.778882
Q10_Returned_Item_Reporting,1,7.177,0.312313,0.235654,0.209700,0.757666,2026-01-20T09:29:13.137300
Q10_Returned_Item_Reporting,1,9.535,0.337823,0.235330,0.230305,0.803458,2026-01-20T09:29:15.549075
Q10_Returned_Item_Reporting,1,11.947,0.380078,0.220754,0.206878,0.807710,2026-01-20T09:29:17.935076
Q10_Returned_Item_Reporting,1,14.333,0.263001,0.196335,0.189692,0.649027,2026-01-20T09:29:20.306403
Q10_Returned_Item_Reporting,1,16.705,0.331155,0.239549,0.219565,0.790270,2026-01-20T09:29:22.674206
Q10_Returned_Item_Reporting,1,19.072,0.297531,0.209111,0.199852,0.706494,2026-01-20T09:29:25.052368
Q10_Returned_Item_Reporting,1,21.451,0.367355,0.218547,0.212006,0.797908,2026-01-20T09:29:27.424174
Q10_Returned_Item_Reporting,1,23.822,0.294514,0.207246,0.198721,0.700481,2026-01-20T09:29:29.791802
Q10_Returned_Item_Reporting,1,26.190,0.295857,0.222584,0.229146,0.747587,2026-01-20T09:29:32.159614
Q10_Returned_Item_Reporting,1,28.558,0.313931,0.224998,0.219848,0.758777,2026-01-20T09:29:34.548199
Q10_Returned_Item_Reporting,1,30.946,0.344790,0.211865,0.193782,0.750438,2026-01-20T09:29:36.927546
Q10_Returned_Item_Reporting,1,33.326,0.289914,0.213250,0.208781,0.711945,2026-01-20T09:29:39.293430
Q10_Returned_Item_Reporting,1,35.692,0.295188,0.218860,0.203576,0.717624,2026-01-20T09:29:41.665774
Q10_Returned_Item_Reporting,1,38.064,0.333334,0.240685,0.240841,0.814860,2026-01-20T09:29:44.040088
Q10_Returned_Item_Reporting,1,40.438,0.331171,0.242651,0.232401,0.806223,2026-01-20T09:29:46.404072
Q10_Returned_Item_Reporting,1,42.802,0.315052,0.203291,0.193025,0.711368,2026-01-20T09:29:48.781609
Q10_Returned_Item_Reporting,1,45.180,0.278151,0.210832,0.214227,0.703211,2026-01-20T09:29:51.164009
Q10_Returned_Item_Reporting,1,47.562,0.330987,0.251754,0.229943,0.812684,2026-01-20T09:29:53.525377
Q10_Returned_Item_Reporting,1,49.924,0.310197,0.255417,0.208133,0.773747,2026-01-20T09:29:55.886355
Q10_Returned_Item_Reporting,1,52.285,0.336193,0.218330,0.217300,0.771822,2026-01-20T09:29:58.263523
Q10_Returned_Item_Reporting,1,54.662,0.318170,0.259080,0.214636,0.791886,2026-01-20T09:30:00.625324
Q10_Returned_Item_Reporting,1,57.024,0.276067,0.210557,0.212279,0.698903,2026-01-20T09:30:02.987706
Q10_Returned_Item_Reporting,1,59.386,0.272581,0.199758,0.183342,0.655682,2026-01-20T09:30:05.366191
Q10_Returned_Item_Reporting,1,61.764,0.325723,0.229079,0.213260,0.768062,2026-01-20T09:30:07.753950
Q10_Returned_Item_Reporting,1,64.152,0.256331,0.207148,0.193832,0.657311,2026-01-20T09:30:10.133852
Q10_Returned_Item_Reporting,1,66.532,0.302002,0.230403,0.223058,0.755462,2026-01-20T09:30:12.494753
Q10_Returned_Item_Reporting,1,68.893,0.247889,0.198160,0.189748,0.635797,2026-01-20T09:30:14.857404
Q10_Returned_Item_Reporting,1,71.256,0.317002,0.212745,0.200560,0.730307,2026-01-20T09:30:17.290765
Q10_Returned_Item_Reporting,1,73.689,0.271752,0.208853,0.215350,0.695954,2026-01-20T09:30:19.666300
Q10_Returned_Item_Reporting,1,76.065,0.285152,0.230307,0.226683,0.742141,2026-01-20T09:30:22.031431
Q10_Returned_Item_Reporting,1,78.430,0.284540,0.208905,0.200527,0.693971,2026-01-20T09:30:24.408964
Q10_Returned_Item_Reporting,1,80.807,0.241708,0.184334,0.167260,0.593301,2026-01-20T09:30:26.808457
Q10_Returned_Item_Reporting,1,83.207,0.317062,0.206945,0.211406,0.735413,2026-01-20T09:30:29.189866
Q10_Returned_Item_Reporting,1,85.588,0.266465,0.234483,0.214396,0.715343,2026-01-20T09:30:31.558196
Q10_Returned_Item_Reporting,1,87.956,0.219472,0.167078,0.154032,0.540582,2026-01-20T09:30:33.929872
Q10_Returned_Item_Reporting,1,90.328,0.283580,0.227088,0.228766,0.739434,2026-01-20T09:30:36.292405
Q10_Returned_Item_Reporting,1,92.691,0.255004,0.162261,0.152400,0.569665,2026-01-20T09:30:38.711988
Q10_Returned_Item_Reporting,1,95.110,0.241930,0.191887,0.212007,0.645824,2026-01-20T09:30:41.086144
Q10_Returned_Item_Reporting,1,97.484,0.249996,0.206241,0.184787,0.641024,2026-01-20T09:30:43.487922
Q10_Returned_Item_Reporting,1,99.886,0.214781,0.161005,0.162350,0.538136,2026-01-20T09:30:45.850880
Q10_Returned_Item_Reporting,1,102.249,0.336658,0.228272,0.233803,0.798733,2026-01-20T09:30:48.221856
Q10_Returned_Item_Reporting,1,104.620,0.263999,0.224139,0.190915,0.679053,2026-01-20T09:30:50.609588
Q10_Returned_Item_Reporting,1,107.008,0.269304,0.208816,0.216735,0.694856,2026-01-20T09:30:52.993621
Q10_Returned_Item_Reporting,1,109.392,0.270911,0.226607,0.211627,0.709145,2026-01-20T09:30:55.366312
Q10_Returned_Item_Reporting,1,111.765,0.315853,0.198084,0.209800,0.723736,2026-01-20T09:30:57.732470
Q10_Returned_Item_Reporting,1,114.131,0.209872,0.174935,0.158693,0.543500,2026-01-20T09:31:00.096301
Q10_Returned_Item_Reporting,1,116.495,0.261349,0.186118,0.166065,0.613533,2026-01-20T09:31:02.514995
Q10_Returned_Item_Reporting,1,118.913,0.255288,0.225248,0.204910,0.685446,2026-01-20T09:31:04.901767
Q10_Returned_Item_Reporting,1,121.300,0.252591,0.213478,0.193181,0.659250,2026-01-20T09:31:07.276889
Q10_Returned_Item_Reporting,1,123.675,0.264359,0.168250,0.161438,0.594047,2026-01-20T09:31:09.633636
Q10_Returned_Item_Reporting,1,126.032,0.237210,0.192036,0.168232,0.597478,2026-01-20T09:31:12.019283
Q10_Returned_Item_Reporting,1,128.418,0.200863,0.173487,0.166960,0.541310,2026-01-20T09:31:14.424912
Q10_Returned_Item_Reporting,1,130.823,0.246413,0.205536,0.197522,0.649470,2026-01-20T09:31:16.800791
Q10_Returned_Item_Reporting,1,133.199,0.274966,0.188908,0.181214,0.645088,2026-01-20T09:31:19.192869
Q10_Returned_Item_Reporting,1,135.591,0.213792,0.184900,0.179287,0.577979,2026-01-20T09:31:21.552583
Q10_Returned_Item_Reporting,1,137.951,0.256356,0.214006,0.197679,0.668041,2026-01-20T09:31:23.934294
Q10_Returned_Item_Reporting,1,140.333,0.271182,0.235174,0.223780,0.730135,2026-01-20T09:31:26.365127
Q10_Returned_Item_Reporting,1,142.763,0.214619,0.145862,0.120125,0.480606,2026-01-20T09:31:28.753219
Q10_Returned_Item_Reporting,1,145.151,0.101369,0.081076,0.095905,0.278349,2026-01-20T09:31:31.136648
Q10_Returned_Item_Reporting,1,147.535,0.285195,0.221312,0.217810,0.724318,2026-01-20T09:31:33.499805
Q10_Returned_Item_Reporting,1,149.898,0.250778,0.209514,0.199029,0.659320,2026-01-20T09:31:35.866680
Q10_Returned_Item_Reporting,1,152.265,0.320111,0.219546,0.202966,0.742623,2026-01-20T09:31:38.262743
Q10_Returned_Item_Reporting,1,154.661,0.271738,0.204141,0.203332,0.679211,2026-01-20T09:31:40.638993
Q10_Returned_Item_Reporting,1,157.037,0.237223,0.185507,0.172963,0.595693,2026-01-20T09:31:43.007798
Q10_Returned_Item_Reporting,1,159.406,0.259346,0.224005,0.205596,0.688946,2026-01-20T09:31:45.400228
Q10_Returned_Item_Reporting,1,161.798,0.288193,0.213604,0.218827,0.720624,2026-01-20T09:31:47.768433
Q10_Returned_Item_Reporting,1,164.167,0.289839,0.223153,0.199218,0.712209,2026-01-20T09:31:50.139257
Q10_Returned_Item_Reporting,1,166.537,0.266549,0.215656,0.201862,0.684067,2026-01-20T09:31:52.524946
Q10_Returned_Item_Reporting,1,168.923,0.250992,0.203129,0.203351,0.657472,2026-01-20T09:31:54.913581
Q10_Returned_Item_Reporting,1,171.312,0.227009,0.204165,0.198569,0.629742,2026-01-20T09:31:57.302773
Q10_Returned_Item_Reporting,1,173.701,0.294348,0.206139,0.198598,0.699084,2026-01-20T09:31:59.684823
Q10_Returned_Item_Reporting,1,176.083,0.256899,0.222526,0.206077,0.685502,2026-01-20T09:32:02.064186
Q10_Returned_Item_Reporting,1,178.462,0.260582,0.201827,0.195191,0.657601,2026-01-20T09:32:04.477340
Q10_Returned_Item_Reporting,1,180.876,0.206776,0.160347,0.147277,0.514400,2026-01-20T09:32:06.886888
Q10_Returned_Item_Reporting,1,183.285,0.256560,0.205659,0.186762,0.648981,2026-01-20T09:32:09.259579
Q10_Returned_Item_Reporting,1,185.658,0.224980,0.185504,0.186743,0.597227,2026-01-20T09:32:11.634667
Q10_Returned_Item_Reporting,1,188.033,0.242499,0.192853,0.171907,0.607259,2026-01-20T09:32:14.044189
Q10_Returned_Item_Reporting,1,190.442,0.232573,0.206483,0.192210,0.631266,2026-01-20T09:32:16.453034
Q10_Returned_Item_Reporting,1,192.851,0.288021,0.199133,0.175767,0.662922,2026-01-20T09:32:18.860700
Q10_Returned_Item_Reporting,1,195.259,0.196680,0.179158,0.205960,0.581798,2026-01-20T09:32:21.271605
Q10_Returned_Item_Reporting,1,197.670,0.237478,0.208886,0.187870,0.634234,2026-01-20T09:32:23.630164
Q10_Returned_Item_Reporting,1,200.028,0.239960,0.205795,0.193657,0.639411,2026-01-20T09:32:26.008185
Q10_Returned_Item_Reporting,1,202.406,0.263289,0.189230,0.178471,0.630990,2026-01-20T09:32:28.362995
Q10_Returned_Item_Reporting,1,204.761,0.238488,0.202999,0.203100,0.644587,2026-01-20T09:32:30.721231
Q10_Returned_Item_Reporting,1,207.119,0.243066,0.215095,0.199135,0.657296,2026-01-20T09:32:33.112402
Q10_Returned_Item_Reporting,1,209.511,0.264708,0.200227,0.192934,0.657869,2026-01-20T09:32:35.506581
Q10_Returned_Item_Reporting,1,211.905,0.291203,0.226374,0.228013,0.745590,2026-01-20T09:32:37.889066
Q10_Returned_Item_Reporting,1,214.287,0.275519,0.200259,0.195114,0.670893,2026-01-20T09:32:40.261678
Q10_Returned_Item_Reporting,1,216.660,0.271514,0.209878,0.194292,0.675683,2026-01-20T09:32:42.635764
