query,iteration,elapsed_time_seconds,power_shard1_watts,power_shard2_watts,power_shard3_watts,power_total_watts,timestamp
Q1_Pricing_Summary,1,0.000,0.026823,0.014165,0.012117,0.053105,2026-01-17T16:27:50.382598
Q1_Pricing_Summary,1,2.391,0.613449,0.598884,0.698089,1.910423,2026-01-17T16:27:52.786197
Q1_Pricing_Summary,1,4.795,0.565956,0.910461,0.897071,2.373488,2026-01-17T16:27:55.512279
Q1_Pricing_Summary,1,7.521,0.639282,0.831491,1.711992,3.182765,2026-01-17T16:27:57.948589
Q1_Pricing_Summary,1,9.957,0.672153,0.648853,2.505511,3.826517,2026-01-17T16:28:00.376370
Q1_Pricing_Summary,1,12.385,0.527808,0.756753,2.948933,4.233493,2026-01-17T16:28:02.837624
Q1_Pricing_Summary,1,14.846,0.698002,0.909895,1.744176,3.352074,2026-01-17T16:28:05.284211
Q1_Pricing_Summary,1,17.293,0.924941,1.101246,2.293431,4.319617,2026-01-17T16:28:07.852524
Q1_Pricing_Summary,1,19.861,0.919483,1.816154,2.504756,5.240393,2026-01-17T16:28:10.319155
Q1_Pricing_Summary,1,22.328,1.051494,1.409417,2.640711,5.101622,2026-01-17T16:28:12.760665
Q1_Pricing_Summary,1,24.769,1.130166,1.919262,2.865214,5.914643,2026-01-17T16:28:15.480467
Q1_Pricing_Summary,1,27.489,0.603666,2.329968,2.230835,5.164469,2026-01-17T16:28:17.876849
Q1_Pricing_Summary,1,29.886,0.703854,2.367982,2.838992,5.910828,2026-01-17T16:28:20.600828
Q1_Pricing_Summary,1,32.610,0.821199,1.557989,1.990379,4.369567,2026-01-17T16:28:22.988381
Q1_Pricing_Summary,1,34.997,0.799299,1.175951,2.539556,4.514806,2026-01-17T16:28:25.344284
Q1_Pricing_Summary,1,37.353,0.805912,1.210841,3.078497,5.095250,2026-01-17T16:28:27.729905
Q1_Pricing_Summary,1,39.739,0.987448,1.663570,2.001988,4.653006,2026-01-17T16:28:30.192002
Q1_Pricing_Summary,1,42.201,1.179693,1.495424,2.327995,5.003112,2026-01-17T16:28:32.618216
Q1_Pricing_Summary,1,44.627,1.813153,1.954482,2.993601,6.761237,2026-01-17T16:28:35.079932
Q1_Pricing_Summary,1,47.089,2.562964,2.225631,3.097620,7.886215,2026-01-17T16:28:37.467193
Q1_Pricing_Summary,1,49.476,2.507005,2.175544,3.114726,7.797275,2026-01-17T16:28:39.964818
Q1_Pricing_Summary,1,51.974,2.252231,0.844884,2.918818,6.015932,2026-01-17T16:28:42.390176
Q1_Pricing_Summary,1,54.399,2.870616,1.108974,2.837206,6.816795,2026-01-17T16:28:44.804421
Q1_Pricing_Summary,1,56.813,2.979114,1.685509,1.295891,5.960513,2026-01-17T16:28:47.153427
Q1_Pricing_Summary,1,59.162,2.879671,1.502185,1.539053,5.920909,2026-01-17T16:28:49.529880
Q1_Pricing_Summary,1,61.539,3.034541,1.751206,2.237858,7.023605,2026-01-17T16:28:51.990615
Q1_Pricing_Summary,1,63.999,2.895072,1.018751,2.822200,6.736023,2026-01-17T16:28:54.423445
Q1_Pricing_Summary,1,66.432,2.633470,1.211078,2.916140,6.760688,2026-01-17T16:28:56.941015
Q1_Pricing_Summary,1,68.950,1.946751,1.878784,3.052692,6.878227,2026-01-17T16:28:59.347178
Q1_Pricing_Summary,1,71.356,2.475532,2.247630,3.046331,7.769493,2026-01-17T16:29:01.997240
Q1_Pricing_Summary,1,74.006,1.640688,2.377145,2.778308,6.796141,2026-01-17T16:29:04.513398
Q1_Pricing_Summary,1,76.522,0.961610,1.841298,3.081918,5.884827,2026-01-17T16:29:07.029782
Q1_Pricing_Summary,1,79.039,1.685707,2.133450,3.171527,6.990684,2026-01-17T16:29:09.492877
Q1_Pricing_Summary,1,81.502,2.229924,2.289459,3.232394,7.751778,2026-01-17T16:29:12.113659
Q1_Pricing_Summary,1,84.122,1.843112,1.319069,2.237493,5.399674,2026-01-17T16:29:14.509633
Q1_Pricing_Summary,1,86.518,2.596843,1.368798,1.117605,5.083246,2026-01-17T16:29:17.011384
Q1_Pricing_Summary,1,89.020,2.235113,1.656420,2.164815,6.056347,2026-01-17T16:29:19.440855
Q1_Pricing_Summary,1,91.450,1.889444,1.804742,2.861597,6.555783,2026-01-17T16:29:21.986591
Q1_Pricing_Summary,1,93.995,1.975831,1.977993,2.442827,6.396652,2026-01-17T16:29:24.380579
Q1_Pricing_Summary,1,96.389,2.552408,2.058785,2.911561,7.522755,2026-01-17T16:29:26.821920
Q1_Pricing_Summary,1,98.831,2.808163,2.276505,3.156926,8.241594,2026-01-17T16:29:29.298408
Q1_Pricing_Summary,1,101.307,2.867877,2.207090,3.194740,8.269707,2026-01-17T16:29:31.723572
Q1_Pricing_Summary,1,103.732,2.726460,2.527564,3.074646,8.328670,2026-01-17T16:29:34.184506
Q1_Pricing_Summary,1,106.193,1.916686,2.259273,3.159224,7.335184,2026-01-17T16:29:36.686809
Q1_Pricing_Summary,1,108.696,2.234494,1.881582,3.155481,7.271557,2026-01-17T16:29:39.086318
Q1_Pricing_Summary,1,111.095,2.047245,1.047030,3.195484,6.289759,2026-01-17T16:29:41.545501
Q1_Pricing_Summary,1,113.554,2.519493,1.585458,0.087812,4.192764,2026-01-17T16:29:44.058488
Q1_Pricing_Summary,1,116.067,2.367809,1.607323,0.018543,3.993675,2026-01-17T16:29:46.470976
Q1_Pricing_Summary,1,118.480,1.659298,1.236422,0.011909,2.907628,2026-01-17T16:29:49.302945
Q1_Pricing_Summary,1,121.312,2.589490,1.852132,0.019932,4.461554,2026-01-17T16:29:51.713595
Q1_Pricing_Summary,1,123.722,2.756530,2.159497,0.007107,4.923135,2026-01-17T16:29:54.109563
Q1_Pricing_Summary,1,126.118,2.899709,2.291149,0.011497,5.202355,2026-01-17T16:29:56.540703
Q1_Pricing_Summary,1,128.549,2.948576,2.384170,0.013432,5.346179,2026-01-17T16:29:58.990180
Q1_Pricing_Summary,1,130.999,2.639252,2.142259,0.026635,4.808146,2026-01-17T16:30:01.403638
Q1_Pricing_Summary,1,133.412,1.591551,1.391637,0.007090,2.990278,2026-01-17T16:30:04.057205
Q1_Pricing_Summary,1,136.066,2.221721,1.942607,0.008494,4.172822,2026-01-17T16:30:06.538277
Q1_Pricing_Summary,1,138.547,2.958444,1.921789,0.009084,4.889317,2026-01-17T16:30:08.983559
Q1_Pricing_Summary,1,140.992,2.862884,2.068170,0.022790,4.953844,2026-01-17T16:30:11.427273
Q1_Pricing_Summary,1,143.436,2.124174,2.298600,0.007195,4.429969,2026-01-17T16:30:13.984714
Q1_Pricing_Summary,1,145.993,1.553230,2.134285,0.011318,3.698833,2026-01-17T16:30:16.413409
Q1_Pricing_Summary,1,148.422,2.255363,1.889445,0.008299,4.153107,2026-01-17T16:30:18.906780
Q1_Pricing_Summary,1,150.916,2.525200,0.647007,0.046795,3.219002,2026-01-17T16:30:21.424795
Q1_Pricing_Summary,1,153.434,2.427418,0.011250,0.023284,2.461953,2026-01-17T16:30:23.817349
Q1_Pricing_Summary,2,0.001,0.046592,0.020551,0.021429,0.088572,2026-01-17T16:30:33.501036
Q1_Pricing_Summary,2,2.366,0.340557,0.215576,0.239994,0.796127,2026-01-17T16:30:35.921747
Q1_Pricing_Summary,2,4.787,0.368273,0.224648,0.223321,0.816242,2026-01-17T16:30:38.266077
Q1_Pricing_Summary,2,7.131,0.443816,0.203734,0.238856,0.886406,2026-01-17T16:30:40.719850
Q1_Pricing_Summary,2,9.585,0.388440,0.227664,0.218561,0.834665,2026-01-17T16:30:43.089523
Q1_Pricing_Summary,2,11.954,0.385588,0.231227,0.323673,0.940487,2026-01-17T16:30:45.743513
Q1_Pricing_Summary,2,14.608,0.391693,0.224402,0.264534,0.880629,2026-01-17T16:30:48.209783
Q1_Pricing_Summary,2,17.075,0.486814,0.249788,0.285079,1.021682,2026-01-17T16:30:50.937248
